f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,name
152.63670000000002,264.1152,480.95399999999995,1019.6159999999998,1704.0,3612.0,6654.0,5460.0,19.0,36.0,66.0,120.0,102.0,288.0,426.0,360.0,12.023500000000002,25.47,47.6994,68.4,2.7224999999999997,30.095999999999997,55.340999999999994,81.972,900.0,1260.0,2340.0,2700.0,1.0,6.0,12.0,18.0,36.0,108.0,180.0,216.0,1.7161000000000002,5.8950000000000005,11.947200000000002,14.6982,0.0,-8.340000000000002,-13.740000000000004,-19.980000000000008,0.0,138.0,282.0,450.0,0.0,0.0,0.0,0.0,0.0,18.0,42.0,72.0,0.0,3.3600000000000003,6.6000000000000005,12.360000000000003,test_primitive
152.63670000000002,264.1152,480.95399999999995,1019.6159999999998,1704.0,3612.0,6654.0,5460.0,19.0,36.0,66.0,120.0,102.0,288.0,426.0,360.0,12.023500000000002,25.47,47.6994,68.4,2.7224999999999997,30.095999999999997,55.340999999999994,81.972,900.0,1260.0,2340.0,2700.0,1.0,6.0,12.0,18.0,36.0,108.0,180.0,216.0,1.7161000000000002,5.8950000000000005,11.947200000000002,14.6982,0.0,-8.340000000000002,-13.740000000000004,-19.980000000000008,0.0,138.0,282.0,450.0,0.0,0.0,0.0,0.0,0.0,18.0,42.0,72.0,0.0,3.3600000000000003,6.6000000000000005,12.360000000000003,test_primitive
